file_path,file_id,speaker_id,label,label_name,attack_id,dataset_partition,source_dataset,duration,sample_rate
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1138215.flac,LA_T_1138215,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.4580625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1271820.flac,LA_T_1271820,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,4.3951875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1272637.flac,LA_T_1272637,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.8995,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1276960.flac,LA_T_1276960,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.8125625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1341447.flac,LA_T_1341447,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.5331875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1363611.flac,LA_T_1363611,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.25725,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1596451.flac,LA_T_1596451,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.1255625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1608170.flac,LA_T_1608170,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.0034375,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1684951.flac,LA_T_1684951,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.7916875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1699801.flac,LA_T_1699801,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.240875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1703395.flac,LA_T_1703395,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.368625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1736342.flac,LA_T_1736342,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.0668125,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1779188.flac,LA_T_1779188,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.4703125,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1786825.flac,LA_T_1786825,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.0643125,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1787246.flac,LA_T_1787246,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.8103125,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_1905558.flac,LA_T_1905558,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.0305625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2205687.flac,LA_T_2205687,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.1939375,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2220901.flac,LA_T_2220901,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.66425,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2361751.flac,LA_T_2361751,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.3,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2373806.flac,LA_T_2373806,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.895375,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2417641.flac,LA_T_2417641,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.72725,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2520083.flac,LA_T_2520083,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.15975,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2562689.flac,LA_T_2562689,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,4.562125,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2564579.flac,LA_T_2564579,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.8116875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2732709.flac,LA_T_2732709,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.829875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2759900.flac,LA_T_2759900,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,4.0530625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2838981.flac,LA_T_2838981,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,4.222875,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2873890.flac,LA_T_2873890,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.5980625,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_2938316.flac,LA_T_2938316,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,2.3913125,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_3131990.flac,LA_T_3131990,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,4.43325,16000
data\raw\training\ASVspoof2019_LA_train\flac\LA_T_3141223.flac,LA_T_3141223,LA_0079,0,bonafide,-,training,ASVspoof2019_LA,3.7100625,16000
